OBJECTID,LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID,Shape__Area,Shape__Length
226,Martin Luther King,Martin Luther King Jr Park,415,Park,Neighborhood,11.31451809,Yes,1968,None,NE,8,2,39th Av & Newport St,11257,3880 N Newport St,,Denver,CO,,39.7701928,-104.90820402,PK,"Recreation Center, Playground, Basketball Court, Bike/Pedestrian Path, Football Field, Soccer Field, Baseball / Softball Field, Pickleball Court, Picnic Tables, Benches, Picnic Area, Ping Pong Table",ParkArt_Martin Luther King Jr Park.pdf,mlkpark.jpg,Yes,11/25/2008 12:00:00 AM,e292612a-caa9-401b-bfa4-90fcc4a5d41b,492858.437011719,2845.13432429921
227,Four Mile,Four Mile Historic Park,756,Park,Special Use,10.88578246,Yes,1975,None,E,6,3,Exposition Av & Forest St,,715 S Forest St,,Denver,CO,,39.70310512,-104.92731009,PK,"Historic Site, Museum, Special Events, Educational Activities, Paid Admission Required",ParkArt_Four Mile Historic Park.pdf,fourmilepark.jpg,Yes,12/12/2008 12:00:00 AM,53cef585-8f16-4669-be73-f0bd7a3bca9b,474182.786621094,3561.18536936894
228,Boyd,Boyd (J. Langston) Park,255,Park,Neighborhood,4.88833688,Yes,1988,None,NW,9,2,MLK Jr Blvd & Colorado Blvd,356681,3101 N Colorado Blvd,,Denver,CO,,39.76034146,-104.9412165,PK,"Benches, Bike/Pedestrian Path, Flower Bed",ParkArt_Boyd (J. Langston) Park.pdf,northeastcommunitypark.jpg,No,2/4/2009 12:00:00 AM,db0c4056-e258-4168-b233-381c3767e1e5,212935.1015625,2781.48256904595
229,Ulibarri,Ulibarri Park,815,Park,Pocket,0.52562638,Yes - 1956,1946,None,SW,3,4,Bryant St & Ellsworth Av,366340,25 S Bryant St,,Denver,CO,,39.71616942,-105.01871851,PK,Basketball Court,ParkArt_Ulibarri Park.pdf,bryantellsworthpark.jpg,Yes,7/17/2009 12:00:00 AM,0cf7093a-d41e-4756-9ff6-e4c87146f430,22896.1938476563,697.229427034652
230,Valverde,Valverde Park,834,Park,Athletic Complex,5.79795434,Yes - 1956,1944,2009,SW,3,4,Cedar Av & Navajo St,,150 S Navajo St,,Denver,CO,,39.71376266,-105.00282139,PK,"Baseball / Softball Field Complex, Basketball Court, Football Field,  Bike/Pedestrian Path, Picnic Shelter",ParkArt_Valverde Park.pdf,valverdepark.jpg,No,7/17/2009 12:00:00 AM,db10f4b5-5b52-4fef-9f7f-3d16b7ba51b7,252557.880371094,2233.49181161679
231,Thomas,Thomas (Fred N) Park,L16,Park,Community,29.43057191,Yes,1969,None,NE,8,2,26th Av & Quebec St,173644,2400 N Quebec St,,Denver,CO,,39.75265535,-104.90146325,PK,"Pavilion, Benches, Picnic Tables, Picnic Shelter, Playground, Restroom, Drinking Fountain, Basketball Court, Football Field, Soccer Field, Baseball / Softball Field, Sand Volleyball Court, Bike/Pedestrian Path, Picnic Area",ParkArt_Thomas (Fred N) Park.pdf,fredthomaspark.jpg,No,2/26/2009 12:00:00 AM,54e59baa-62f7-4401-8ba6-4a0f518102d9,1281990.58349609,4708.71433163661
232,Red Rocks,Red Rocks Park,M44,Park,Mountain,732.60228887,Yes,"1927, 2016",2008,MP,None,None,,,16351 County Road 93,,Morrison,CO,80465,39.66571802,-105.20432737,MP,"Historic Amphitheatre, Trading Post (Welcome Center), Visitor Center, Exhibits, Restaurant, Geologic Overlook, Picnic Area, Picnic Shelter, Restroom, Trading Post Trail, Trail connections to adjacent Open Space Parks",RedRocks_ParkMap.pdf,redrockspark.jpg,,6/25/2010 12:00:00 AM,6f380b57-ddc0-43e0-a934-79bd253ac3bb,31912028.0566406,36118.3732623756
233,Kentucky & Knox,Unnamed Kentucky & Knox Park,817,Park,Pocket,0.38331287,Yes,1976,None,SW,3,4,Kentucky Av & Knox Ct,,3451 W Kentucky Ave,,Denver,CO,,39.70065224,-105.03269389,PK,"Playground, Picnic Shelter, Picnic Tables",ParkArt_Unnamed Kentucky and Knox Park.pdf,kentuckyandknoxpark.jpg,No,11/25/2008 12:00:00 AM,4e3f4900-2896-46fb-8be0-f170cc71dbd4,16697.0424804688,534.10483718146
234,Berkeley Lake,Berkeley Lake Park,002,Park,Regional,81.22075263,Yes - 1956,1906,2006,NW,1,1,46th Av & Sheridan Blvd,162166,4601 W 46th Ave,,Denver,CO,,39.78227341,-105.04860942,PK,"Dog Park, Lake, Flower Beds, Drinking Fountain, Picnic Shelter, Picnic Tables, Playground, Recreation Center, Outdoor Pool, Basketball Court, Tennis Court, Bike/Pedestrian Path, Soccer Field, Baseball / Softball Field, Restroom, Benches, Picnic Area",ParkArt_Berkeley Lake Park.pdf,berkeleypark.jpg,No,8/11/2009 12:00:00 AM,13ba73a4-934d-4c21-af42-7c7546368caa,3537961.83300781,7503.33970300436
235,Camp Rollendet,Camp Rollendet,049,Open Space,Special Use,7.03230688,Yes - 2014,2005,None,NW,1,1,52nd Av & Sheidan Blvd,58923,5161 N Sheridan Blvd,,Denver,CO,,39.7899896,-105.05427416,,"Open Space, Natural Areas, Special Use Activities",ParkArt_Camp Rollendet.pdf,no_imagerec.gif,No,11/7/2008 12:00:00 AM,942ada62-2e6f-4676-94c1-654df123b2cf,306326.061523438,2407.38844328963
236,Whitsell,Whitsell (William H) Park,522,Park,Community,18.00344726,Yes - 2013,2000,2004,NE,11,5,42nd Av & Lisbon St,177070,4000 N Kirk St,,Denver,CO,,39.77286903,-104.74613507,PK,"Benches, Picnic Tables, Picnic Shelter, Playground, Restroom, Drinking Fountain, Basketball Court, Tennis Court, Bike/Pedestrian Path, Baseball / Softball Field, Disc Golf Course, Picnic Area, Parking Lot, Fitness Equipment",ParkArt_Whitsell (William H) Park.pdf,,Yes,5/6/2009 12:00:00 AM,f561302b-2579-4193-bca3-758ed8ab5f65,784227.020019531,3907.69236140905
238,Barnum,Barnum Park,804,Park,Community,34.01530008,Yes - 1956,1906,2010,SW,3,4,4th Av & Hooker St,75922,360 N Hooker St,,Denver,CO,,39.72359373,-105.02812629,PK,"Recreation Center, Outdoor Pool, Dog Park, Restroom, Playground, Basketball Court, Tennis Court, Lake, Picnic Tables, Picnic Shelter, Benches, Bike/Pedestrian Path, Picnic Area",ParkArt_Barnum Park.pdf,barnumpark2.jpg,Yes,11/20/2008 12:00:00 AM,5bad9be1-f25d-47fb-bf50-f47f4a852bd0,1481700.54589844,6537.44375587111
239,Creekfront,Creekfront Park,349,Park,Pocket,0.76360493,Not Eligible,N/A - ROW (1990s),None,Downtown,10,6,Larimer St & Speer Blvd,356897,1300 Larimer St,,Denver,CO,,39.7464265,-105.00018199,PK,"Bike/Pedestrian Path, Cherry Creek Trail, Fountain, Benches",ParkArt_Creekfront Park.pdf,no_imagerec.gif,No,8/7/2015 12:00:00 AM,63ba9d60-9ee0-4113-b67f-5bbee09f24cc,33262.4995117188,915.903127505227
241,Granado,Granado (Lorraine) Community Park,941,Park,Neighborhood,3.33641871,Yes - 2014,2001,2004,NW,9,2,51St Av & Steele St,23682,3200 E 52nd Ave,,Denver,CO,,39.79023681,-104.94931974,PK,"Picnic Tables, Playground, Drinking Fountain, Benches, Bike/Pedestrian Path",ParkArt_Granado (Lorraine) Community Park.pdf,swanseaneighborhoodpark.jpg,Yes,3/24/2009 12:00:00 AM,65eb7ddf-b9c2-481c-9273-a6dc55837dd7,145333.817382813,1857.48105697724
242,Kennedy Golf Course,Kennedy (John F) Municipal Golf Course,GK1,Golf,Golf,272.9948514,Partial,N/A - USA (1970s),N/A,E,4,3,Hampden Av & Havana St,148122,10500 E Hampden Ave,,Denver,CO,,39.65336219,-104.8660677,,Golf Course,KennedyGolfCourse.pdf,,No,9/2/2015 12:00:00 AM,39814ad5-6d1d-49fb-9792-28e899275476,11891608.1616249,21852.5916947159
243,Pence,Pence Park,M42,Park,Mountain,298.59797734,Yes,1928,2008,MP,None,None,,,4400 Parmalee Gulch Road,,Evergreen,CO,80439,39.63410271,-105.28506831,MP,"Bear Creek Trail, Parking, Restroom, Picnic Tables, Independence Mountain Trail",Pence_ParkMap.pdf,pencemtnpark.jpg,,5/21/2010 12:00:00 AM,d455fc76-c888-4a53-b4a1-8f61732d89cb,13006875.8632813,18073.7189446939
244,Heron Pond,Heron Pond/Heller Open Space,925,Open Space,Open Space,42.88082995,No,1998,2017,NW,9,2,53rd Av & Marion St,356561,1401 E 53rd Ave,,Denver,CO,,39.79409475,-104.97428155,PK,"Lake, Open Space, Natural Areas",ParkArt_Heron Pond - Heller Open Space.pdf,no_imagerec.gif,No,4/28/2009 12:00:00 AM,01bd336c-42a5-460d-8fe7-d09147547e62,1867881.48081207,5986.00272146179
245,Parmalee Gulch,Parmalee Gulch Tract,M41,Conservation Tract,Mountain,2.74758101,Yes,1922,2008,MP,None,None,,,,,,CO,,39.62994841,-105.25625645,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/21/2010 12:00:00 AM,23cb400c-b554-4f2b-b64d-b98f65b6671f,119684.150390625,2426.25787246737
246,Little Park,Little Park,M31,Park,Mountain,412.93787732,Yes,1917,2008,MP,None,None,,,21700 State Highway 74,,Idledale,CO,80453,39.65655471,-105.24708841,MP,"Historic Stone Wellhouse, Picnic Area, Tables, Restroom, Bear Creek Trail",Little_ParkMap.pdf,littlepark.jpg,,5/14/2010 12:00:00 AM,5a83e692-3b48-481d-866d-c9d374dabc67,17987501.9848633,24717.4895326621
247,Turkey Creek,Turkey Creek Park,M52,Park,Mountain,58.71152325,Yes,1927,2008,MP,None,None,,,6900 South Turkey Creek Road,,Morrison,CO,80465,39.5934193,-105.22409687,<Null>,"Picnic Area, Tables, Grills, Restroom",,turkeycreekpark.jpg,,5/14/2010 12:00:00 AM,8bfc9cdf-9dbf-4888-89ae-abfffd307c25,2557463.72412109,7191.99899673616
248,Fenders,Fenders Tract,M22,Conservation Tract,Mountain,40.45943585,Yes,1924,2008,MP,None,None,,,,,,CO,,39.57150332,-105.20566601,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,c812a514-d255-4a08-8029-552dd6830d21,1762405.97607422,5312.22507054125
249,Berrian Mountain,Berrian Mountain Tract,M06,Conservation Tract,Mountain,481.42181829,Yes,1926,2008,MP,None,None,,,,,,CO,,39.55959637,-105.2959158,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,01f38005-f3ba-4f4a-8f0f-6985aac98ead,20970650.5229492,34107.2191929604
250,West Jefferson School,West Jefferson School Tract,M53,Conservation Tract,Mountain,79.59597506,Yes,1926,2008,MP,None,None,,,,,,CO,,39.5467429,-105.31139303,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,544f5c3a-8fba-4649-966f-f0edad48aef0,3467186.80517578,7929.08466901767
251,Double Header Mountain,Double Header Mountain Tract,M17,Conservation Tract,Mountain,42.62092494,Yes,1924,2008,MP,None,None,,,,,,CO,,39.54945411,-105.27088495,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,cfb4e786-46b6-485c-9e1a-d7d031ddbf05,1856560.06396484,5472.79067959132
252,Yeagge Peak,Yeagge Peak Tract,M55,Conservation Tract,Mountain,41.12091824,Yes,1924,2008,MP,None,None,,,,,,CO,,39.54202903,-105.22082569,CA,Conservation Area.  No Public Access., ,no_imagerec.gif,,5/14/2010 12:00:00 AM,448716a7-d7a0-46f2-bad3-568d7f023ef0,1791220.03369141,5401.08734876902
254,Downtown Playground,Downtown Playground,942,Park,Pocket,0.8156519,No,1996,None,Downtown,3,6,Speer Blvd & Wewatta St,356942,1800 N Speer Blvd,,Denver,CO,,39.75008749,-105.00410282,PK,"Playground, Benches, Picnic Shelter, Picnic Tables, Located just off of the Cherry Creek Trail",ParkArt_Downtown Playground.pdf,downtownplaygroundpark.jpg,No,10/7/2009 12:00:00 AM,f354b54c-294d-43d4-89dc-9328ed3cd013,35529.6533203125,794.186680147567
255,First Creek Open Space,First Creek Open Space,521,Open Space,Open Space,41.10614326,Yes - 2013 / 2023,1999/2022,None,NE,11,5,42nd Av & Piccadilly Rd,7456,4055 N Picadilly Rd,,Denver,CO,,39.77565492,-104.736903,PK,"First Creek Trail, Open Space, Natural Areas",ParkArt_First Creek Open Space.pdf,no_imagerec.gif,Yes,10/21/2022 12:00:00 AM,11b257d6-9193-4508-a3d8-5ac9f6748dc2,1790576.43986994,13346.597581576
256,Park Ave Parks,Park Ave Parks,317,Park,Neighborhood,2.79073275,Yes - 1956,1874,None,E,9/10,6,Park Av - Colfax Av To 20th Av,57572,1695 N Marion St,,Denver,CO,,39.74377584,-104.97353649,,"Passive Open Space, Benches, Picnic Tables",ParkArt_Park Ave Parks.pdf,no_imagerec.gif,Yes,8/19/2009 12:00:00 AM,9985e480-2306-41c9-bf05-8ec5790024d5,121563.833496094,7475.24918575835
257,Tennessee Utility,Tennessee Utility Easement,853,Park,Linear,4.2300926,Not Eligible,N/A - XCEL (1990s),N/A,SW,3/7,4,Tennessee Av - Hazel To Zuni,,2601 W Tennessee Ave,,Denver,CO,,39.69873627,-105.0218377,,Open Space,ParkArt_Tennessee Utility Easement.pdf,no_imagerec.gif,Yes,12/11/2009 12:00:00 AM,3c53e6ae-cac3-48f3-839c-a2a7723f9b42,184262.09375,6886.427076231
258,Wellshire Golf Course,Wellshire Municipal Golf Course,GW1,Golf,Golf,133.91191436,Yes - 1956,1936,N/A,SW,4,3,Hampden Av & Colorado Blvd,124738,3333 S Colorado Blvd,,Denver,CO,,39.65572229,-104.9460815,,Golf Course,WellshireGolfCourse.pdf,,Yes,1/1/2014 12:00:00 AM,ac5a3aae-f82f-4f11-92ce-ef026ccd1900,5833179.65332031,12432.1060303775
259,Highland,Highland Park,013,Park,Neighborhood,7.01127449,Yes - 1956,1899,2006,NW,1,1,32nd Av & Federal Blvd,46116,3265 N Federal Blvd,,Denver,CO,,39.76292368,-105.02653911,PK,"Picnic Tables, Playground, Basketball Court, Benches, Library, Bike/Pedestrian Path",ParkArt_Highland Park.pdf,highlandpark.jpg,Yes,11/20/2008 12:00:00 AM,455a6d9a-6d57-458c-acb0-d5eff981058d,305409.892578125,2112.83448162665
260,Garland North Greenbelt,Garland North Greenbelt,648,Park,Linear,5.41424863,No,1972,N/A,E,6,3,Kearny St & Kentucky Av,135960,701 S Kearney St,,Denver,CO,,39.70215729,-104.91788879,,"Bike/Pedestrian Path, Open Space, Natural Areas",ParkArt_Garland North Greenbelt.pdf,no_imagerec.gif,Yes,8/14/2009 12:00:00 AM,43d2d1d1-024b-4d5b-9804-22e86ec4c69a,235843.730957031,5202.88647272045
261,Westwood,Westwood Park,839,Park,Neighborhood,5.54317509,Yes - 19XX / 2022,1961,2018,SW,3,4,Kentucky Av & Wolff St,,4951 W Kentucky Ave,,Denver,CO,,39.70137655,-105.0499765,PK,"Picnic Tables, Benches, Shelter, Playground, Basketball Court, Bike/Pedestrian Path, Picnic Area, Fitness Equipment",ParkArt_Westwood Park.pdf,westwoodpark.jpg,Yes,5/1/2020 12:00:00 AM,21a25b11-5658-406e-a303-a6ddb8dd9680,241459.739257813,2874.23835736745
262,La Lomita,La Lomita Park,830,Park,Neighborhood,5.75774449,Yes - 2017,1974,2018,SW,2,4,Asbury Av & Tejon St,116167,2140 W Asbury Ave,,Denver,CO,,39.68022855,-105.01196705,PK,"Picnic Tables, Playground, Basketball Court, Walking/Jogging Path",ParkArt_La Lomita Park.pdf,asburyandteton.jpg,Yes,5/28/2009 12:00:00 AM,7cbb2bb3-160a-4782-bbf9-b45a02ad2b68,250806.34765625,3249.65217752201
263,Godsman,Godsman Park,808,Park,Neighborhood,5.05264782,Yes - 1956,1944,None,SW,7,4,Florida Av & Zuni St,102680,1400 S Zuni St,,Denver,CO,,39.69020377,-105.01469334,PK,"Picnic Tables, Benches, Tennis Court, Basketball Court",ParkArt_Godsman Park.pdf,godsmanpark.jpg,No,5/28/2009 12:00:00 AM,a0b5c94a-dcdd-4177-b83d-b5e0445c0712,220092.458496094,1978.60593333885
264,Frontier West,Frontier West,918,Park,Neighborhood,2.78980994,No,1984,None,SW,2,4,Platte River Dr & Wesley Av,356997,2300 S Platte River Dr,,Denver,CO,,39.67376786,-104.99786801,<Null>,"Picnic Tables, Bike/Pedestrian Path, South Platte River Trail",ParkArt_Frontier West.pdf,frontierwestpark.jpg,No,5/28/2009 12:00:00 AM,43743882-6f49-444a-9148-14b51c144b3f,121523.638183594,2824.37062258127
266,Bonnie Brae,Bonnie Brae Park,702,Park,Neighborhood,1.47501149,Yes - 1956,1925,None,SW,6,3,Bonnie Brae Blvd & Kentucky Av,356727,901 S Bonnie Brae Blvd,,Denver,CO,,39.70020491,-104.95467283,PK,"Benches, Flower Beds, Drinking Fountain, Bike/Pedestrian Path",ParkArt_Bonnie Brae Park.pdf,bonniebraepark.jpg,Yes,12/23/2008 12:00:00 AM,4281e482-f467-473d-b8e1-6a02e66f4ee5,64251.25,960.681856017095
267,Jefferson Square,Jefferson Square Park,629,Park,Neighborhood,4.55741349,Yes - 1956,1956,None,E,4,3,Happy Canyon Rd & Ivy Way,,5773 E Happy Canyon Rd,,Denver,CO,,39.64530472,-104.92047744,PK,"Benches, Picnic Tables, Playground, Multi-purpose Field, Baseball / Softball Field",ParkArt_Jefferson Square Park.pdf,jeffersonsquarepark.jpg,Yes,1/9/2009 12:00:00 AM,c60214c0-b046-4145-b283-c1a421df070f,198520.140625,2283.59385084898
268,Huston Lake,Huston Lake Park,811,Park,Community,32.70692258,Yes - 1956,1946,None,SW,7,4,Ohio Av & Zuni St,95067,850 S Bryant St,,Denver,CO,,39.7014433,-105.01657279,PK,"Lake, Picnic Tables, Benches, Playground, Football Field, Horseshoe Pits, Basketball Court, Soccer Field, Baseball / Softball Field, Tennis Court, Pickleball Court, Drinking Fountain, Bike/Pedestrian Path, Flower Beds, Picnic Area, Fitness Equipment",ParkArt_Huston Lake Park.pdf,hustonpark.jpg,No,2/9/2009 12:00:00 AM,f491818d-3161-4e56-a950-fb28b2e55dd4,1424707.84765625,5327.2070220265
271,Greenway,Greenway Park,556,Park,Linear,40.47112491,Yes - 2014,2005,2002,NE,8,2,26th Av & Central Park Blvd,173642,8180 E 26th Ave,,Denver,CO,,39.75293161,-104.89118023,PK,"Dog Park, Picnic Tables, Restroom, Drinking Fountain, Playground, Skate Park, Climbing Area, Tennis Court, Bike/Pedestrian Path, Greenway Trail, Picnic Shelter, Community Garden, Natural Areas, Picnic Area",ParkArt_Greenway Park.pdf,greenwaypark.jpg,Yes,2/27/2009 12:00:00 AM,35283226-2580-4f0b-9433-814eff7f5ce9,1762915.14501953,15387.6532385219
273,City of Cuernavaca,City of Cuernavaca Park,904,Park,Community,24.49673508,Partial - 1993 / 2023,1993,1998,Downtown,1/9,1/6,Rockmont Dr & 19th Av,43551,3500 Rockmont Dr,,Denver,CO,,39.7626271,-105.0003913,PK,"Drinking Fountain, Picnic Tables, Picnic Shelter, Public Art, Baseball / Softball Field, Natural Areas, Bike/Pedestrian Path, South Platte River Trail, Picnic Area",ParkArt_City of Cuernavaca Park.pdf,cuernavacapark.jpg,No,5/23/2023 12:00:00 AM,995814a1-79cb-4ba3-a30c-baad39351e39,1067073.51365602,11961.2697204474
274,Marrama,Marrama Park,519,Park,Neighborhood,1.47636344,Yes - 2013,1996,None,NE,11,5,43rd Av & Ceylon Ct,5775,19300 E 43rd Ave,,Denver,CO,,39.77303343,-104.76321646,PK,"Picnic Tables, Adjacent to the Highline Canal Trail",ParkArt_Marrama Park.pdf,marramapark.jpg,Yes,5/6/2009 12:00:00 AM,f5fa5107-3db4-46ce-9fcb-1482e9daf9de,64310.1328125,1124.36618281533
275,Green Valley Ranch West,Green Valley Ranch West Park,549,Park,Neighborhood,3.50305736,Yes - 2013,1984,2004,NE,11,5,45th Av & Argonne St,356999,4500 Argonne St,,Denver,CO,,39.77859946,-104.76815762,PK,"Picnic Tables, Grills, Playground, Basketball Court, Football Field, Baseball / Softball Field, Picnic Area",ParkArt_Green Valley Ranch West Park.pdf,greenvalleyranchwestpark.jpg,Yes,5/6/2009 12:00:00 AM,47e73f94-65b7-4df8-aaae-0f3a1862cc37,152592.56640625,1577.41173921986
277,Falcon,Falcon Park,537,Park,Neighborhood,9.64264446,Yes,1966,None,NE,11,5,Maxwell Pl & Xanadu St,356960,13650 E Maxwell Pl,,Denver,CO,,39.79297321,-104.82837032,PK,"Benches, Picnic Tables, Playground, Basketball Court, Football Field, Baseball / Softball Field, Bike/Pedestrian Path",ParkArt_Falcon Park.pdf,falconpark.jpg,Yes,11/25/2008 12:00:00 AM,1358ba34-a8c8-4195-97e8-58159234b92b,420031.909179688,2843.74494154478
278,Bayaud,Bayaud Park,L05,Park,Linear,6.950981,Yes - 2014,2007,None,NE,5,3,Bayaud Av & Quebec St,134158,7700 E Bayaud Ave,,Denver,CO,,39.71462494,-104.89870471,PK,"Playground, Bike/Pedestrian Path",ParkArt_Bayaud Park.pdf,bayaudpark.jpg,Yes,8/11/2009 12:00:00 AM,34df71d9-bd8b-4baf-900a-8b337df55791,302783.522949219,5602.73793771524
279,Prairie,Prairie Park,856,Park,Linear,7.43264805,Partial - 2014,2005,None,SW,6,3,Buchtel Blvd - University to Monroe,351569,2551 E Buchtel Blvd,,Denver,CO,,39.6816885,-104.95160492,PK,"Bike/Pedestrian Path, Open Space, Natural Areas, Benches",ParkArt_Prairie Park.pdf,prairiepark.jpg,No,8/11/2009 12:00:00 AM,a6a59c8d-f269-4875-ad21-49abb10fac0d,323764.856933594,8228.27965951126
280,Irving & Java,Sanderson Gulch - Irving & Java,841,Park,Linear,6.61958465,Partial,1951,2010,SW,2,4,Irving St And Java Way,366243,1640 S Irving St,,Denver,CO,,39.68677934,-105.02809251,,"Playground, Basketball Court, Bike/Pedestrian Path, Sanderson Gulch Trail, Picnic Tables",ParkArt_Sanderson Gulch Open Space.pdf,sandersongulchpark.jpg,Yes,8/11/2009 12:00:00 AM,222682a6-b928-45dd-b3e8-6e71373f68a8,288347.952148438,3234.89011696378
281,47th & Telluride,Unnamed 47th & Telluride Park,564,Future,Undeveloped,13.15364024,Yes - 2023,2008,2021,NE,11,5,47th Av & Telluride St,,17748 E 47th Ave,,Denver,CO,,39.78044227,-104.78062109,,Future Park Development, ,no_imagerec.gif,Yes,7/18/2016 12:00:00 AM,5b393a6f-c5f4-4ca0-b261-9fb80386ab3a,572970.273876324,4299.66832598019
283,Kennedy Ballfields,Kennedy Ballfields Complex,617,Park,Athletic Complex,56.68866687,Not Eligible,N/A - USA (1970s),2003,E,4,3,Dartmouth Av & Kenton St,,3398 S Kenton St,,Denver,CO,,39.65659885,-104.85467898,PK,"Baseball / Softball Field Complex, Press Box, Restroom, Drinking Fountain, Parking Lot, Shade Structure, Natural Areas",ParkArt_Kennedy Ballfield Complex.pdf,kennedypark.jpg,No,6/25/2009 12:00:00 AM,28c221d2-a430-49ce-b6f1-df9b1b384ed7,2469348.45458984,7576.85476448617
284,Kennedy Soccer,Kennedy Soccer Complex,625,Park,Athletic Complex,39.24687307,Not Eligible,N/A - USA (1970s),2003,E,4,3,Dayton St & Hampden Av,356581,9700 E Hampden Ave,,Denver,CO,,39.64775966,-104.87372727,PK,"Dog Park, Soccer Field Complex, Parking Lot, Natural Areas",ParkArt_Kennedy Soccer Complex.pdf,kennedypark.jpg,Yes,6/25/2009 12:00:00 AM,06bd82b2-ffb8-4031-ba19-d91013c89df1,1709586.95800781,6438.10422383904
285,City of Takayama,City of Takayama Park,331,Park,Linear,6.06031982,Yes,1966,None,E,6,3,Cherry Creek Dr N & Colorado Blvd,356853,3700 E Cherry Creek North Dr,,Denver,CO,,39.70854473,-104.94374618,PK,"Benches, Bike/Pedestrian Path, Cherry Creek Trail",ParkArt_City of Takayama Park.pdf,takayamapark.jpg,No,9/30/2009 12:00:00 AM,4e64d627-b5ff-41ef-a0bb-024800d29965,263986.47265625,5048.56393747724
286,City of Karmiel,City of Karmiel Park,341,Park,Linear,3.34530988,Yes,1978,None,E,6,3,Cherry Creek Dr N & Alameda Av,,3300 E Cherry Creek North Dr,,Denver,CO,,39.71230976,-104.94833828,PK,"Benches, Bike/Pedestrian Path, Cherry Creek Trail",ParkArt_City of Karmiel Park.pdf,karmielpark.jpg,No,9/30/2009 12:00:00 AM,d5420a0c-e565-4c99-b7e4-c1d9dd610a42,145721.118164063,3278.61118055513
287,Cherry Creek,Cherry Creek Park,330,Park,Linear,2.35266729,Yes,1987,2000,E,5,3,Steele St & Bayaud Av,356741,4 N University Blvd,,Denver,CO,,39.71477864,-104.95148309,PK,"Bike/pedestrian Path, Cherry Creek Trail, Benches, Fountain, Natural Areas",ParkArt_Cherry Creek Park.pdf,cherrycreekpark.jpg,No,9/30/2009 12:00:00 AM,ccd3c766-4477-4f03-887e-be45c4962e25,102481.778267622,3145.4715877337
289,City of Brest,City of Brest Park,320,Park,Community,16.3538258,Partial - 1956,1936,2002,SW,6,3,Cherry Creek Dr S & Colorado Blvd,356742,3800 E Cherry Creek South Dr,,Denver,CO,,39.70698236,-104.94408218,PK,"Picnic Tables, Bike/Pedestrian Path",ParkArt_City of Brest Park.pdf,brestpark.jpg,Yes,7/17/2009 12:00:00 AM,04936e14-ca50-4c43-923d-3fc490f82ee2,712369.873339832,4787.37537814269
291,Bear Valley,Bear Valley Park,140,Park,Linear,72.10717877,Partial,1960,None,SW,2,4,Lamar St & Dartmouth Av,61292,6400 W Dartmouth Ave,,Denver,CO,,39.65907803,-105.06952945,PK,"Playground, Picnic Shelter, Benches, Tennis Court, Pickleball Court, Bike/Pedestrian Path, Bear Creek Trail, Soccer Field, Baseball / Softball Field, Drinking Fountain, Natural Areas, Picnic Tables, Picnic Area, Fitness Equipment",ParkArt_Bear Valley Park.pdf,bearvalleypark.jpg,No,3/7/2014 12:00:00 AM,b4c3a797-13e8-445f-886e-a3df5cb42b68,3140976.15332031,18176.0009106969
293,Milstein,Milstein (Phil) Park,911,Park,Linear,5.48321591,Not Eligible,N/A - CDOT (1970s),None,SW,7,4,6th Av & Platte River,,,,Denver,CO,,39.72328931,-105.01313861,PK,"Picnic Tables, Bike/Pedestrian Path, South Platte River Trail",ParkArt_Milstein (Phil) Park.pdf,milsteinpark.jpg,No,10/7/2009 12:00:00 AM,461340ed-c424-4dde-b372-5f51d845bca9,238847.927246094,4272.62236731056
294,Speer Blvd Park,Speer Blvd Park,354,Park,Neighborhood,3.53216407,No,1996,None,Downtown,3,6,Speer Blvd & Wewatta St,,1900 N Speer Blvd,,Denver,CO,,39.75156213,-105.00597948,,Passive Open Space,ParkArt_Speer Blvd Park.pdf,no_imagerec.gif,No,10/7/2009 12:00:00 AM,695fb2ab-6586-49b9-a2f6-705d2ce7086f,153860.447265625,2921.68931583236
297,Highline Canal (Parker to Havana),Highline Canal (Parker to Havana),661,Park,Linear,28.79236962,Not Eligible,N/A - DW (1980s),N/A,NE,5,3,,,,,Denver,CO,,39.70188346,-104.88489927,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",ParkArt_Highline Canal.pdf,no_imagerec.gif,Yes,6/8/2009 12:00:00 AM,f34e7d6c-25ce-4bf0-afed-0374cc5db8f2,1254190.62646484,25885.2322524914
